from,to,p_value,coefficient,significant,sign
Abies,Helianthemum,0.4822137997171533,-0.09292409732327157,False,negative
Abies,Lamiaceae,0.10520804248229988,-0.4400674170142268,False,negative
Abies,Urticaceae,0.8431865419298624,0.02581767105879165,False,positive
Abies,Rumex,0.4321881482286851,-0.04071662327754095,False,negative
Abies,Berberidaceae,0.4929757529401273,-0.040859867917774996,False,negative
Abies,Euphorbiaceae,0.6535235284955238,-0.005775577557755779,False,negative
Abies,Primulaceae,0.7125296597440935,0.052128494946418955,False,positive
Abies,Scrophulariaceae,0.4052974664922572,0.15690201389263111,False,positive
Abies,Papaver,0.2224123004949194,-0.044563501951989416,False,negative
Abies,Campanulaceae,0.2431420760918489,-0.030999472404164168,False,negative
Abies,Convolvulaceae,0.36699739023684574,-0.04053913945049251,False,negative
Abies,Liliaceae,0.30526924134445504,-0.10880785158506653,False,negative
Abies,Iridaceae,0.525633509239856,-0.021523178807947078,False,negative
Abies,Crassulaceae,0.0017881921174559704,-0.35013073449013604,True,negative
Abies,Ranunculaceae,0.9589411923320602,-0.010384503695958038,False,negative
Abies,Cistaceae,0.20016019199704624,-0.07622329833121469,False,negative
Abies,Galium,0.6593180569064443,-0.005735976381273736,False,negative
Abies,Apiaceae,0.17028370288301314,-0.28172888288421705,False,negative
Abies,Valerianaceae,0.32636459244071037,-0.02081570485699782,False,negative
Abies,Polygonaceae,1.0,0.0,False,neutral
Abies,Ranunculus,0.5812271491814274,-0.05583834150425863,False,negative
Pinus,Abies,0.25873439473434345,0.009791290459241863,False,positive
Pinus,Juniperus,0.8839873880534749,-0.0018407971147009956,False,negative
Pinus,Taxus,0.6849499828488639,-0.0004880225326975098,False,negative
Pinus,Betula,0.9789851451519909,0.0035684870771587047,False,positive
Pinus,Corylus,0.1706978651580817,-0.04762576050944095,False,negative
Pinus,Alnus,0.3433877890929974,0.006402748805988446,False,positive
Pinus,Carpinus,0.31973225768723423,0.0012659739639316785,False,positive
Pinus,Salix,0.0485370913596818,-0.023555564411075897,False,negative
Pinus,Ulmus,0.2151956093885018,-0.009653879795202953,False,negative
Pinus,Populus,0.214560080561117,0.008197169555931177,False,positive
Pinus,Acer,0.9051246424344471,-0.0002386676066820647,False,negative
Pinus,Fraxinus,0.1386272325809102,-0.009743214263745926,False,negative
Pinus,Fagus,0.011903708866703078,0.007909936341124274,False,positive
Pinus,Tilia,0.9157362468606551,0.0020065093728957534,False,positive
Pinus,Juglans,0.35219396658262836,-0.0011492051331162619,False,negative
Pinus,Castanea,1.0,0.0,False,neutral
Pinus,Pistacia,0.08288029450457643,-0.0056945450185994315,False,negative
Pinus,Rhamnus,0.428766529414341,0.0017948354253596321,False,positive
Pinus,Phillyrea,1.0,0.0,False,neutral
Pinus,Buxus,0.7019733003666495,-0.0013764596106502888,False,negative
Pinus,Sambucus,0.3863788018155119,-0.004298520080402656,False,negative
Pinus,Viburnum,0.052695361581311655,-0.00697465824546779,False,negative
Pinus,Sanguisorba,1.0,0.0,False,neutral
Pinus,Tamarix,0.3090466109262691,-0.005857342664601268,False,negative
Pinus,Thymelaeaceae,1.0,0.0,False,neutral
Pinus,Ephedra distachya,0.13066342383560678,-0.005556724312015786,False,negative
Pinus,Ephedra fragilis,0.08033990792318545,0.005859615791637831,False,positive
Pinus,Ericaceae,0.02200295871208212,0.018116828737420154,False,positive
Pinus,Hereda helix,0.4446641663530667,0.002169965498456504,False,positive
Pinus,Ilex aquifolium,0.38149959457227445,-0.0017643629600127917,False,negative
Pinus,Viscum album,1.0,0.0,False,neutral
Pinus,Lonicera,1.0,0.0,False,neutral
Pinus,Vitis,1.0,0.0,False,neutral
Pinus,Oleaceae,0.42093037778655185,-0.0033962371904926823,False,negative
Pinus,Myrtus,1.0,0.0,False,neutral
Pinus,Olea,1.0,0.0,False,neutral
Pinus,Poaceae,0.989182062011679,-0.000532955315460694,False,negative
Pinus,Lygeum spartum,1.0,0.0,False,neutral
Pinus,Artemisia,0.8944735940863577,0.0028612501765620238,False,positive
Pinus,Cichorioideae,0.6720793408206382,0.003935840761900223,False,positive
Pinus,Asteroideae,0.05572017087747961,0.013842653046711935,False,positive
Pinus,Cardueae,0.2648350744258781,-0.003793467482120305,False,negative
Pinus,Rubiaceae,0.7574703704613236,0.0021811769147752143,False,positive
Pinus,Centaurea,0.23506864383115056,0.0029863991606114983,False,positive
Pinus,Chenopodiaceae,0.3252970157515447,-0.013232066071617388,False,negative
Pinus,Caryophyllaceae,0.7455684420096382,0.0035687666816686748,False,positive
Pinus,Plantago,0.013273393664201464,-0.0120442849825303,False,negative
Pinus,Brassicaceae,0.10733973122699693,-0.02267619478209125,False,negative
Pinus,Saxifragaceae,0.03847217124687393,-0.014559793346689038,False,negative
Pinus,Fabaceae,0.11905066546835852,0.06252944771253609,False,positive
Pinus,Genista,0.12928119805749214,-0.02466258905912738,False,negative
Pinus,Lotus type,0.6249782242334867,0.004977349294643293,False,positive
Pinus,Trifolium type,0.28588560324946627,0.013567473660109275,False,positive
Pinus,Rosaceae,0.7556517909337569,0.006729379562158533,False,positive
Pinus,Ribes,0.3720154750446958,0.00299925270579279,False,positive
Pinus,Boraginaceae,0.6902758575198704,-0.0015038510233088898,False,negative
Pinus,Sedum,0.8578950007576882,0.0013900572479706274,False,positive
Pinus,Helianthemum,0.461451726526402,0.008977349222215636,False,positive
Pinus,Lamiaceae,0.6804728041352511,-0.011148911084315918,False,negative
Pinus,Urticaceae,0.5027960673810334,-0.008266996282456824,False,negative
Pinus,Rumex,0.8190819667068618,-0.0011205070768916076,False,negative
Pinus,Berberidaceae,0.5858497905294244,0.003061907642268997,False,positive
Pinus,Euphorbiaceae,0.6122633425486528,0.000618687178526201,False,positive
Pinus,Primulaceae,0.29196312027970756,0.015233660036696855,False,positive
Pinus,Scrophulariaceae,0.764290345734071,-0.005413537782648831,False,negative
Pinus,Papaver,0.5407340603623585,-0.002260276026206877,False,negative
Pinus,Campanulaceae,0.37031380525672464,-0.002258494281496139,False,negative
Pinus,Convolvulaceae,0.3579253390457833,0.003855093480426373,False,positive
Pinus,Liliaceae,0.9488021567302399,0.000673834400721527,False,positive
Pinus,Iridaceae,0.4810430771331622,0.0022616936250717786,False,positive
Pinus,Crassulaceae,0.9116893180097886,-0.0012517808451061219,False,negative
Pinus,Ranunculaceae,0.6352749144585887,0.009222233483896029,False,positive
Pinus,Cistaceae,0.1328816619821622,0.008241195510935441,False,positive
Pinus,Galium,0.1400780290302937,-0.0017297020613361294,False,negative
Pinus,Apiaceae,0.7918187224109783,-0.005136181775416644,False,negative
Pinus,Valerianaceae,0.430284447667866,0.0015745315434126158,False,positive
Pinus,Polygonaceae,1.0,0.0,False,neutral
Pinus,Ranunculus,0.05500185667126426,-0.018083369568527897,False,negative
Juniperus,Abies,0.9917599624032523,0.0011426715312376587,False,positive
Juniperus,Pinus,0.7427957390778961,-0.8379492249894372,False,negative
Juniperus,Taxus,0.018540987884118395,0.03837209302325586,False,positive
Juniperus,Betula,0.9738981307113387,-0.0462190154583864,False,negative
Juniperus,Corylus,0.23731375909322402,-0.5942793592063493,False,negative
Juniperus,Alnus,0.8718769911858295,-0.01529260656658908,False,negative
Juniperus,Carpinus,0.19859304804689182,0.022959183673469337,False,positive
Juniperus,Salix,0.6524544151084011,-0.07765433120528296,False,negative
Juniperus,Ulmus,0.7498043186516126,-0.03246817006513256,False,negative
Juniperus,Populus,0.9011351318423769,-0.012036663508176296,False,negative
Juniperus,Acer,0.15427190875363345,-0.04109589041095878,False,negative
Juniperus,Fraxinus,0.8535637353292737,-0.01807130950928971,False,negative
Juniperus,Fagus,0.2378724430159094,0.05539976745776612,False,positive
Juniperus,Tilia,0.521133655630384,0.15107562213938047,False,positive
Juniperus,Juglans,0.9336576689965961,0.0014438348252959856,False,positive
Juniperus,Castanea,1.0,0.0,False,neutral
Juniperus,Pistacia,0.7776561166036103,-0.01313755795981455,False,negative
Juniperus,Rhamnus,0.31863366381495745,-0.032206632653061236,False,negative
Juniperus,Phillyrea,1.0,0.0,False,neutral
Juniperus,Buxus,0.7192334473006599,0.019242418843316844,False,positive
Juniperus,Sambucus,0.03395586857701926,0.14344790444500027,False,positive
Juniperus,Viburnum,0.6866813968399108,0.02121706691536489,False,positive
Juniperus,Sanguisorba,1.0,0.0,False,neutral
Juniperus,Tamarix,0.7700950935012151,0.02484566409325073,False,positive
Juniperus,Thymelaeaceae,1.0,0.0,False,neutral
Juniperus,Ephedra distachya,0.1815084929353078,-0.07278236403549466,False,negative
Juniperus,Ephedra fragilis,0.05728612003706646,0.09199382692814395,False,positive
Juniperus,Ericaceae,0.9480454834936204,-0.0077829371066418015,False,negative
Juniperus,Hereda helix,0.889691645432638,-0.005972300880399564,False,negative
Juniperus,Ilex aquifolium,0.3813203574438776,-0.025783488150013027,False,negative
Juniperus,Viscum album,1.0,0.0,False,neutral
Juniperus,Lonicera,1.0,0.0,False,neutral
Juniperus,Vitis,1.0,0.0,False,neutral
Juniperus,Oleaceae,0.5072472111312403,0.04127579737335838,False,positive
Juniperus,Myrtus,1.0,0.0,False,neutral
Juniperus,Olea,1.0,0.0,False,neutral
Juniperus,Poaceae,0.2285694090659268,-0.6844845102631836,False,negative
Juniperus,Lygeum spartum,1.0,0.0,False,neutral
Juniperus,Artemisia,0.3377862882263256,0.2948659748022836,False,positive
Juniperus,Cichorioideae,0.8180251049349625,0.03101381287464162,False,positive
Juniperus,Asteroideae,0.6780709084173006,-0.043554023030895304,False,negative
Juniperus,Cardueae,0.5986364944235376,-0.026015074155117904,False,negative
Juniperus,Rubiaceae,0.790045956450508,-0.02701990897344115,False,negative
Juniperus,Centaurea,0.5932963868500581,-0.02056325435851587,False,negative
Juniperus,Chenopodiaceae,0.961504057738605,-0.009455197483726675,False,negative
Juniperus,Caryophyllaceae,0.8766598695181459,-0.024304755895575302,False,negative
Juniperus,Plantago,0.21491779030594332,-0.0925600970111991,False,negative
Juniperus,Brassicaceae,0.734612072061515,0.057455055970380156,False,positive
Juniperus,Saxifragaceae,0.6293518606893291,-0.0472412048838062,False,negative
Juniperus,Fabaceae,0.7213405002925677,0.21193883916188552,False,positive
Juniperus,Genista,0.384269409699204,-0.20359794403198195,False,negative
Juniperus,Lotus type,0.8050620867944754,0.03614072920410562,False,positive
Juniperus,Trifolium type,0.5910481299471873,-0.09896499446298548,False,negative
Juniperus,Rosaceae,0.29269196887038845,0.3136663278985435,False,positive
Juniperus,Ribes,0.9889214560636119,0.0006610113473613623,False,positive
Juniperus,Boraginaceae,0.2635125849698465,-0.062288749396426875,False,negative
Juniperus,Sedum,0.6256716168584098,0.05337665351589699,False,positive
Juniperus,Helianthemum,0.4370747053462217,0.14070328741955768,False,positive
Juniperus,Lamiaceae,0.9528766913266201,0.022529269463783606,False,positive
Juniperus,Urticaceae,0.6940544004045271,-0.07037619208100653,False,negative
Juniperus,Rumex,0.4819844329972145,-0.04894600057753403,False,negative
Juniperus,Berberidaceae,0.2587274179243188,0.09397808945642333,False,positive
Juniperus,Euphorbiaceae,0.014304846306275876,0.040085679314565505,False,positive
Juniperus,Primulaceae,0.9395858259744055,0.014701161079917358,False,positive
Juniperus,Scrophulariaceae,0.9991827727555336,-0.0002774463182522505,False,negative
Juniperus,Papaver,0.1218081446787462,-0.07526638804171847,False,negative
Juniperus,Campanulaceae,0.2781476979493984,-0.039039887045534835,False,negative
Juniperus,Convolvulaceae,0.7042343048946862,0.02373433336622922,False,positive
Juniperus,Liliaceae,0.5208674621331209,-0.09779759120924397,False,negative
Juniperus,Iridaceae,0.11911156813213493,0.07512080831746967,False,positive
Juniperus,Crassulaceae,0.6973244903774094,0.061878617005490695,False,positive
Juniperus,Ranunculaceae,0.9988376054450349,0.00041852071736334003,False,positive
Juniperus,Cistaceae,0.8655887062840901,0.013745840074714213,False,positive
Juniperus,Galium,0.8530133375347955,0.0034584125886217756,False,positive
Juniperus,Apiaceae,0.9714493996815727,-0.009630475035872457,False,negative
Juniperus,Valerianaceae,0.0348591890812964,0.0585642317380353,False,positive
Juniperus,Polygonaceae,1.0,0.0,False,neutral
Juniperus,Ranunculus,0.4141099424552309,0.11261114632767395,False,positive
Taxus,Abies,0.9867731743333906,-0.019017926734216588,False,negative
Taxus,Pinus,0.18856496359594244,34.55528876990432,False,positive
Taxus,Juniperus,0.22431525974137348,2.2825581395348835,False,positive
Taxus,Betula,0.5554076944676164,-8.579691753870003,False,negative
Taxus,Corylus,0.37013999241454043,4.761088709677423,False,positive
Taxus,Alnus,0.7223285503241113,0.3549107142857143,False,positive
Taxus,Carpinus,0.8602791660765845,-0.032258064516129115,False,negative
Taxus,Salix,0.7395140156973856,-0.6349982535801609,False,negative
Taxus,Ulmus,0.20558366467439065,-1.3507462686567162,False,negative
Taxus,Populus,0.5707147874991124,-0.5793901156677179,False,negative
Taxus,Acer,0.8161295963085854,-0.06896551724137923,False,negative
Taxus,Fraxinus,0.885415136237616,0.14406779661016966,False,positive
Taxus,Fagus,0.8806005239861437,-0.07518796992481193,False,negative
Taxus,Tilia,0.7089515157588719,0.9319694755642142,False,positive
Taxus,Juglans,0.8602791660765845,-0.032258064516129024,False,negative
Taxus,Castanea,1.0,0.0,False,neutral
Taxus,Pistacia,0.4617058043256219,-0.37499999999999994,False,negative
Taxus,Rhamnus,0.7565604332665632,-0.10714285714285714,False,negative
Taxus,Phillyrea,1.0,0.0,False,neutral
Taxus,Buxus,0.6252501378547213,-0.26568265682656833,False,negative
Taxus,Sambucus,0.5495247288434241,-0.4354838709677421,False,negative
Taxus,Viburnum,0.6290145933476636,-0.269736842105263,False,negative
Taxus,Sanguisorba,1.0,0.0,False,neutral
Taxus,Tamarix,0.8703595983709738,0.14244186046511667,False,positive
Taxus,Thymelaeaceae,1.0,0.0,False,neutral
Taxus,Ephedra distachya,0.7303257721390852,-0.19801980198019795,False,negative
Taxus,Ephedra fragilis,0.9000272061063663,-0.06694560669456054,False,negative
Taxus,Ericaceae,0.4727986249130335,-0.8989130434782608,False,negative
Taxus,Hereda helix,0.6999057990115984,-0.16666666666666646,False,negative
Taxus,Ilex aquifolium,0.8126271605058233,-0.07142857142857129,False,negative
Taxus,Viscum album,1.0,0.0,False,neutral
Taxus,Lonicera,1.0,0.0,False,neutral
Taxus,Vitis,1.0,0.0,False,neutral
Taxus,Oleaceae,0.5570596210111463,-0.3676880222841226,False,negative
Taxus,Myrtus,1.0,0.0,False,neutral
Taxus,Olea,1.0,0.0,False,neutral
Taxus,Poaceae,0.5054312037546924,-3.99798296727925,False,negative
Taxus,Lygeum spartum,1.0,0.0,False,neutral
Taxus,Artemisia,0.2652698239353034,-3.582255389718076,False,negative
Taxus,Cichorioideae,0.8928614869818003,0.18913043478260885,False,positive
Taxus,Asteroideae,0.4300578815385817,0.8411934552454282,False,positive
Taxus,Cardueae,1.796050031233012e-05,1.8593750000000002,True,positive
Taxus,Rubiaceae,0.8290600949143551,0.2316176470588235,False,positive
Taxus,Centaurea,0.8610409346301311,-0.06818181818181801,False,negative
Taxus,Chenopodiaceae,0.8609740087965136,0.3633755677743263,False,positive
Taxus,Caryophyllaceae,0.14993544111029625,-2.3128491620111724,False,negative
Taxus,Plantago,0.6990415880542222,-0.308176100628931,False,negative
Taxus,Brassicaceae,0.09784463179786501,-2.8590096286107265,False,negative
Taxus,Saxifragaceae,0.6180808283723241,-0.5042372881355923,False,negative
Taxus,Fabaceae,0.6449560862456039,-2.8967819614711066,False,negative
Taxus,Genista,0.34936056770831536,-2.3028975741239868,False,negative
Taxus,Lotus type,0.9147730470815428,0.1679389312977091,False,positive
Taxus,Trifolium type,0.6633933845653734,-0.8489980242732151,False,negative
Taxus,Rosaceae,0.69786039684602,1.2250108178277814,False,positive
Taxus,Ribes,0.1280808734018676,0.7500000000000001,False,positive
Taxus,Boraginaceae,0.7115968183982946,-0.21250000000000008,False,negative
Taxus,Sedum,0.12920194201750912,1.7041800643086817,False,positive
Taxus,Helianthemum,0.341389470646269,1.7509933774834443,False,positive
Taxus,Lamiaceae,0.4717520821065516,-2.857070834383662,False,negative
Taxus,Urticaceae,0.12602231577480916,-2.816901408450702,False,negative
Taxus,Rumex,0.6045305733490454,-0.38524590163934486,False,negative
Taxus,Berberidaceae,0.9063651880024118,-0.10731707317073193,False,negative
Taxus,Euphorbiaceae,0.8556683310685518,-0.03333333333333335,False,negative
Taxus,Primulaceae,0.18823349655418745,-2.654327424400415,False,negative
Taxus,Scrophulariaceae,0.21999710630189634,-3.2585984270454285,False,negative
Taxus,Papaver,0.6053460670218885,-0.27196652719665243,False,negative
Taxus,Campanulaceae,0.6736795081557296,-0.1614583333333333,False,negative
Taxus,Convolvulaceae,0.1974643486133183,0.8125000000000001,False,positive
Taxus,Liliaceae,3.48033934978805e-10,6.837742504409168,True,positive
Taxus,Iridaceae,0.13276219427036404,0.7499999999999998,False,positive
Taxus,Crassulaceae,0.6219621036330678,0.8457943925233643,False,positive
Taxus,Ranunculaceae,0.16134663721731826,-3.956801909307877,False,negative
Taxus,Cistaceae,0.7319610528868594,-0.29640718562874235,False,negative
Taxus,Galium,0.8556683310685518,-0.03333333333333331,False,negative
Taxus,Apiaceae,0.9950375147977708,0.018031885651453545,False,positive
Taxus,Valerianaceae,1.0,-5.3483065139945254e-17,False,negative
Taxus,Polygonaceae,1.0,0.0,False,neutral
Taxus,Ranunculus,0.7985171530636876,-0.3863751906456533,False,negative
Betula,Abies,0.5725263570459999,-0.00951723227333663,False,negative
Betula,Pinus,0.09175322290043293,-0.666170867104111,False,negative
Betula,Juniperus,0.5560160359201876,0.012338365845234829,False,positive
Betula,Taxus,0.901640606540286,-0.00024475932627171255,False,negative
Betula,Corylus,0.04232119674593494,0.11591524242927678,False,positive
Betula,Alnus,0.5713418126515326,-0.006092463704963351,False,negative
Betula,Carpinus,0.10234786760551617,-0.003256056264652308,False,negative
Betula,Salix,0.0037616290357381514,0.05236013628774818,True,positive
Betula,Ulmus,0.048218800990849374,0.022586155264493545,False,positive
Betula,Populus,0.9217833337071324,0.0010871899380234425,False,positive
Betula,Acer,0.4283241795578402,0.002561106930371987,False,positive
Betula,Fraxinus,0.06982689698995506,0.020889019411199503,False,positive
Betula,Fagus,0.0038417921158193096,-0.016400291633557544,True,negative
Betula,Tilia,0.16850159434344064,0.03855637185392021,False,positive
Betula,Juglans,0.1232928677913849,0.00343820099550859,False,positive
Betula,Castanea,1.0,0.0,False,neutral
Betula,Pistacia,0.08353375606929841,0.009095914780067337,False,positive
Betula,Rhamnus,0.4732693129470248,-0.002674583265050552,False,negative
Betula,Phillyrea,1.0,0.0,False,neutral
Betula,Buxus,0.9019737891243332,-0.0007664929250685849,False,negative
Betula,Sambucus,0.19935810082683975,0.009937351887078807,False,positive
Betula,Viburnum,0.06496709987282583,0.01071942470934267,False,positive
Betula,Sanguisorba,1.0,0.0,False,neutral
Betula,Tamarix,0.818490627623322,0.0022777200981056143,False,positive
Betula,Thymelaeaceae,1.0,0.0,False,neutral
Betula,Ephedra distachya,0.32281333428552195,0.006057391831877841,False,positive
Betula,Ephedra fragilis,0.013621253918579176,-0.01302356873642293,False,negative
Betula,Ericaceae,0.11665952503062418,-0.022230762628789667,False,negative
Betula,Hereda helix,0.9419721671840724,-0.000338465730044785,False,negative
Betula,Ilex aquifolium,0.001606654420138854,0.009409000894375066,True,positive
Betula,Viscum album,1.0,0.0,False,neutral
Betula,Lonicera,1.0,0.0,False,neutral
Betula,Vitis,1.0,0.0,False,neutral
Betula,Oleaceae,0.7434273617372817,0.0022460961857269594,False,positive
Betula,Myrtus,1.0,0.0,False,neutral
Betula,Olea,1.0,0.0,False,neutral
Betula,Poaceae,0.21806672167742272,0.07894640606254048,False,positive
Betula,Lygeum spartum,1.0,0.0,False,neutral
Betula,Artemisia,0.46330951457787106,-0.02648060822236847,False,negative
Betula,Cichorioideae,0.7570806944051607,-0.004711947976198149,False,negative
Betula,Asteroideae,0.08131203070652868,-0.019804908943133907,False,negative
Betula,Cardueae,0.5418977852090123,0.003443187407771769,False,positive
Betula,Rubiaceae,0.8749109756580626,0.0018207133369493966,False,positive
Betula,Centaurea,0.5591034343333525,-0.0024468724070271265,False,negative
Betula,Chenopodiaceae,0.9559272999337444,-0.0012395867731400862,False,negative
Betula,Caryophyllaceae,0.5435573952744792,-0.010915973580331691,False,negative
Betula,Plantago,0.07884488843763135,0.0146777676592993,False,positive
Betula,Brassicaceae,0.008460144107607809,0.05414318834118773,True,positive
Betula,Saxifragaceae,0.042709559427121124,0.02433416758804934,False,positive
Betula,Fabaceae,0.35362355095867726,-0.0632008923769715,False,negative
Betula,Genista,0.2782027121081327,0.029828639855240265,False,positive
Betula,Lotus type,0.9766904365164542,0.0004999421119659992,False,positive
Betula,Trifolium type,0.2361492841713373,-0.024730892479080387,False,negative
Betula,Rosaceae,0.7652904102378969,0.010388797629651178,False,positive
Betula,Ribes,0.18452387687776067,0.007048468247510122,False,positive
Betula,Boraginaceae,0.37245893607823666,0.005468020322182344,False,positive
Betula,Sedum,0.22158685545964313,0.015417801237420722,False,positive
Betula,Helianthemum,0.8292582094318548,0.0043237161273233906,False,positive
Betula,Lamiaceae,0.3587208053758497,0.039459909255853014,False,positive
Betula,Urticaceae,0.8155789781944078,-0.004757369391395157,False,negative
Betula,Rumex,0.967671483789157,-0.0003248273822866922,False,negative
Betula,Berberidaceae,0.8930388204870956,-0.0012402287525645496,False,negative
Betula,Euphorbiaceae,0.8115087953451285,-0.00047722066683634557,False,negative
Betula,Primulaceae,0.2891872361001325,-0.02383667678224541,False,negative
Betula,Scrophulariaceae,0.6409240149142685,0.013653354702892452,False,positive
Betula,Papaver,0.411622882398464,0.004869372756307568,False,positive
Betula,Campanulaceae,0.08216632927485631,0.006997330819909245,False,positive
Betula,Convolvulaceae,0.8903196199542076,0.0009546818611652616,False,positive
Betula,Liliaceae,0.5167023277406046,0.010803051151368481,False,positive
Betula,Iridaceae,0.6510126910275547,-0.002421009437833389,False,negative
Betula,Crassulaceae,0.41724878435047297,0.014897691514011905,False,positive
Betula,Ranunculaceae,0.3922582213522169,-0.02707188651340205,False,negative
Betula,Cistaceae,0.44496014894319935,-0.007012417125979383,False,negative
Betula,Galium,0.001863627736011446,0.005613772455089825,True,positive
Betula,Apiaceae,0.6760010237887887,0.0133690626481142,False,positive
Betula,Valerianaceae,0.9448497552327733,-0.00022854026919637868,False,negative
Betula,Polygonaceae,1.0,0.0,False,neutral
Betula,Ranunculus,0.10527262446493021,0.024752609608407625,False,positive
Corylus,Abies,0.7858888241401701,0.011869836910959965,False,positive
Corylus,Pinus,0.4090841773183953,-0.6529621792343587,False,negative
Corylus,Juniperus,0.27484798010560835,0.060916338282707753,False,positive
Corylus,Taxus,0.4780239510565041,0.003808243727598567,False,positive
Corylus,Betula,0.6599285435511305,0.19557536194109018,False,positive
Corylus,Alnus,0.4280545882842175,-0.023134244068012535,False,negative
Corylus,Carpinus,0.08095009150134543,-0.00920810313075508,False,negative
Corylus,Salix,0.142365239528482,0.08622038302470784,False,positive
Corylus,Ulmus,0.13191859666117844,0.04666187509982438,False,positive
Corylus,Populus,0.368338188082758,0.028188029620199725,False,positive
Corylus,Acer,0.4611318981262492,0.006580404315226674,False,positive
Corylus,Fraxinus,0.43036421389820956,-0.023021329393736724,False,negative
Corylus,Fagus,0.05092538995788805,-0.03400383141762457,False,negative
Corylus,Tilia,0.33967525919885355,0.07008731228630972,False,positive
Corylus,Juglans,0.24932856006530038,-0.0061092978491924,False,negative
Corylus,Castanea,1.0,0.0,False,neutral
Corylus,Pistacia,0.0739184103553886,0.02483148295003965,False,positive
Corylus,Rhamnus,0.01606313437369554,-0.022911051212937978,False,negative
Corylus,Phillyrea,1.0,0.0,False,neutral
Corylus,Buxus,0.15868651079977814,-0.022369560084992492,False,negative
Corylus,Sambucus,0.8329336289527507,0.004512705600423278,False,positive
Corylus,Viburnum,0.32924731626663384,0.01581121343445288,False,positive
Corylus,Sanguisorba,1.0,0.0,False,neutral
Corylus,Tamarix,0.6212839012812629,0.012643435516217126,False,positive
