from,to,p_value,coefficient,significant,sign
Abies,Pinus,0.37152769666713115,-0.9137360093575461,False,negative
Abies,Juniperus,0.1503799410747183,-0.15069419568888207,False,negative
Abies,Taxus,1.0,0.0,False,neutral
Abies,Betula,0.35288131424259217,0.1289190080629362,False,positive
Abies,Corylus,0.00079371399360275,0.40036346604193457,True,positive
Abies,Alnus,0.07242660078458078,0.06419108260422826,False,positive
Abies,Carpinus,0.8801892730877632,0.0009310986964618266,False,positive
Abies,Salix,0.12185943935376076,0.03769876092526943,False,positive
Abies,Ulmus,0.9292788847579676,0.0026473399390768435,False,positive
Abies,Populus,0.239553359650625,0.022608661827407447,False,positive
Abies,Acer,0.7559330596405901,0.0013755683772114179,False,positive
Abies,Fraxinus,0.25645109197499616,-0.10514242623180921,False,negative
Abies,Fagus,0.46190147483696486,-0.06775908380674,False,negative
Abies,Tilia,0.8045632457126295,-0.004554024270426737,False,negative
Abies,Juglans,0.10411400628450301,-0.024851422634538087,False,negative
Abies,Castanea,0.348827932546237,-0.026729369475165247,False,negative
Abies,Pistacia,0.913393706111752,0.0011091519253739772,False,positive
Abies,Rhamnus,0.5981416449806363,0.007671232876712314,False,positive
Abies,Phillyrea,0.4073020778682266,-0.008090262943255504,False,negative
Abies,Buxus,0.07984559989072613,0.03836680960013023,False,positive
Abies,Sambucus,0.26942120725952184,-0.010378002791222495,False,negative
Abies,Viburnum,0.5890189941310839,-0.005729604709840195,False,negative
Abies,Sanguisorba,1.0,0.0,False,neutral
Abies,Tamarix,0.8894251746927229,0.005023563377836932,False,positive
Abies,Thymelaeaceae,0.4108144942769044,0.007156854392093376,False,positive
Abies,Ephedra distachya,0.4840984122629183,0.007422330611812107,False,positive
Abies,Ephedra fragilis,0.475745694117627,0.016774008213228334,False,positive
Abies,Ericaceae,0.37583179907652964,-0.06348206841540124,False,negative
Abies,Hereda helix,0.9849586949093959,0.00011657049600746111,False,positive
Abies,Ilex aquifolium,0.4317734107781934,-0.006448859595049559,False,negative
Abies,Viscum album,8.173839028225599e-07,0.019483827150012727,True,positive
Abies,Lonicera,1.0,0.0,False,neutral
Abies,Vitis,0.0261947546366032,-0.05652239965949453,False,negative
Abies,Oleaceae,0.2790591522388761,-0.04130931300435267,False,negative
Abies,Myrtus,0.5918694053590197,-0.002369034427419666,False,negative
Abies,Olea,0.6001506080843776,-0.14126299001969236,False,negative
Abies,Poaceae,0.939477660171986,-0.017271022612845795,False,negative
Abies,Lygeum spartum,1.0,0.0,False,neutral
Abies,Artemisia,0.1789194334753517,-0.3848600572281204,False,negative
Abies,Cichorioideae,0.709680949214742,-0.03367148981565513,False,negative
Abies,Asteroideae,0.19989892577263876,-0.05875035060637739,False,negative
Abies,Cardueae,0.7837674490025685,-0.006141055785390436,False,negative
Abies,Rubiaceae,0.28340216451206546,0.012083518436250551,False,positive
Abies,Centaurea,0.21429934826590177,-0.021912019672852244,False,negative
Abies,Chenopodiaceae,0.5731029740584208,-0.0630341077025898,False,negative
Abies,Caryophyllaceae,0.49664760528456076,-0.02460566730560466,False,negative
Abies,Plantago,0.5390286203135835,-0.027627160185929717,False,negative
Abies,Brassicaceae,0.45508455078814336,0.023456770355064507,False,positive
Abies,Saxifragaceae,0.2189758305588382,-0.036786346678210784,False,negative
Abies,Fabaceae,0.12356440215613076,0.399260795943639,False,positive
Abies,Genista,0.4574461196677079,0.08248492271055882,False,positive
Abies,Lotus type,0.7239988550417595,-0.019001121899512623,False,negative
Abies,Trifolium type,0.49348305516596036,-0.029859980531149032,False,negative
Abies,Rosaceae,0.043206742184947,0.18094742247780582,False,positive
Abies,Ribes,0.44088434327451853,-0.011714082134030029,False,negative
Abies,Boraginaceae,0.820014075949338,-0.0023798298197166543,False,negative
Abies,Sedum,0.5416914312742034,0.011850755635791679,False,positive
Abies,Helianthemum,0.8734680851036769,-0.00491312684074242,False,negative
Abies,Lamiaceae,0.6458641685167124,0.057788571589002864,False,positive
Abies,Urticaceae,0.6581782820681625,0.04291573658376732,False,positive
Abies,Rumex,0.1731286601233797,-0.056038891412814436,False,negative
Abies,Berberidaceae,0.719913548713784,0.0058291892784185775,False,positive
Abies,Euphorbiaceae,0.909170306663611,0.0007531621735374239,False,positive
Abies,Primulaceae,0.08571848470280279,-0.1044514680606685,False,negative
Abies,Scrophulariaceae,0.5210561499041764,-0.06683503022337246,False,negative
Abies,Papaver,0.9865906435455238,-0.0002278729282892161,False,negative
Abies,Campanulaceae,0.9402761765022684,-0.002069838075402068,False,negative
